Comp1,Comp2,Comp3,Objective
0.3374252443136454,0.3278789386574905,0.33469581702886425,0.9729414785934782
0.31119688902902837,0.2878279477600176,0.4009751632109543,0.42307302793267265
0.2849685337444113,0.2477769568625446,0.46725450939304425,0.11430781538355876
0.2587401784597942,0.20772596596507165,0.5335338555751342,0.08080383047545142
0.23251182317517718,0.1676749750675987,0.5998132017572242,-0.06013511003130437
0.20628346789056012,0.12762398417012577,0.6660925479393142,-0.06712172198292216
0.18005511260594306,0.08757299327265282,0.7323718941214042,-0.003483611040282206
0.153826757321326,0.04752200237517985,0.7986512403034942,-0.04653091710114815
0.4939648567536194,0.3297862345608553,0.17624890868552529,0.03812154775859176
0.48628483400708544,0.3510233406290387,0.16269182536387589,-0.017047436616877017
0.47860481126055154,0.372260446697222,0.14913474204222646,-0.03518288183531766
0.47092478851401753,0.39349755276540543,0.13557765872057703,0.12506644322408772
0.46324476576748363,0.4147346588335888,0.12202057539892765,0.032952382100657186
0.4555647430209497,0.43597176490177214,0.10846349207727823,0.20795370973033855
0.4478847202744157,0.45720887096995555,0.09490640875562883,0.2889881302625463
0.4402046975278818,0.4784459770381389,0.08134932543397941,0.3533560212031193
0.6512033636934189,0.16253340856578535,0.1862632277407958,0.044190395633375054
0.6019194048830974,0.23284667594915265,0.16523391916775,-0.022349611394187206
0.5526354460727759,0.30315994333251994,0.1442046105947042,-0.042814098946131876
0.5033514872624544,0.37347321071588724,0.1231753020216584,0.1466012930758334
0.45406752845213283,0.44378647809925453,0.10214599344861261,0.2694697781625556
0.4047835696418114,0.5140997454826218,0.08111668487556682,0.17511812082859068
0.35549961083148984,0.5844130128659891,0.06008737630252102,0.08074582770019112
0.30621565202116835,0.6547262802493564,0.03905806772947521,0.05714608211990508
0.027399208521343064,0.5896077035524737,0.3829930879261833,0.1740063284083987
0.07917823240092613,0.5802777554937032,0.3405440121053708,0.048336683001818904
0.13095725628050917,0.5709478074349327,0.2980949362845582,0.011140228180221841
0.18273628016009225,0.5616178593761622,0.2556458604637456,-0.021392399340973457
0.2345153040396753,0.5522879113173916,0.21319678464293307,-0.04569381541835881
0.2862943279192583,0.5429579632586211,0.17074770882212054,-0.132601094289477
0.3380733517988414,0.5336280151998506,0.12829863300130795,0.04575693511160775
0.38985237567842446,0.5242980671410801,0.08584955718049539,0.12960327764726506
0.05511893364266221,0.5646161718025224,0.38026489455481527,-0.10129660926671022
0.09158135957721317,0.5109689029809887,0.39744973744179807,-0.06973975156534977
0.1280437855117641,0.457321634159455,0.41463458032878087,-0.06194416421160845
0.16450621144631505,0.4036743653379213,0.4318194232157636,0.10318583477793605
0.200968637380866,0.3500270965163876,0.44900426610274646,0.09314873886030162
0.23743106331541694,0.2963798276948539,0.4661891089897292,0.041814516267958485
0.2738934892499679,0.24273255887332013,0.48337395187671206,0.006607817128521685
0.3103559151845189,0.1890852900517864,0.5005587947636948,-0.1143774976092894
0.18340350562054827,0.5719500522275293,0.2446464421519224,0.0016652228778228503
0.1794975046268355,0.5605897108804843,0.25991278449268024,-0.01648962680050929
0.1755915036331227,0.5492293695334391,0.2751791268334381,0.013029958914476255
0.17168550263940993,0.5378690281863941,0.2904454691741959,0.4765220934654163
0.16777950164569716,0.5265086868393491,0.30571181151495375,0.026233715001393758
0.16387350065198436,0.5151483454923041,0.3209781538557116,-0.08141162947861515
0.15996749965827162,0.503788004145259,0.3362444961964694,-0.062460946072612364
0.15606149866455882,0.49242766279821404,0.35151083853722725,-0.0934097163728294
0.22903613635105835,0.012996409006988296,0.7579674546419534,0.20398217071427438
0.2378829083645594,0.09739254617018392,0.6647245454652567,-0.06926763778615792
0.2467296803780604,0.18178868333337955,0.5714816362885601,0.018876740903743625
0.2555764523915614,0.26618482049657516,0.4782387271118634,0.01089379835506156
0.26442322440506244,0.3505809576597708,0.38499581793516674,0.44523708930811373
0.2732699964185634,0.4349770948229664,0.29175290875847015,0.21313806599092586
0.28211676843206446,0.519373231986162,0.19850999958177348,-0.06885713512590362
0.2909635404455655,0.6037693691493577,0.1052670904050768,-0.0327938060083607
0.105001066502466,0.19269651698052864,0.7023024165170053,-0.06755730490395809
0.10092100107886019,0.18159998513295822,0.7174790137881816,0.14899642928359802
0.09684093565525438,0.1705034532853878,0.7326556110593578,0.058707693445530285
0.09276087023164856,0.1594069214378174,0.747832208330534,0.06525738418132931
0.08868080480804275,0.14831038959024698,0.7630088056017104,-0.010810577625343038
0.08460073938443693,0.13721385774267658,0.7781854028728865,-0.045369502736024414
0.08052067396083111,0.12611732589510616,0.7933620001440628,-0.030544004724950002
0.0764406085372253,0.11502079404753573,0.808538597415239,-0.08606512853942008
0.2866813064975039,0.4269218492992093,0.28639684420328687,0.2329149573299845
0.29715601269783853,0.41006378567596646,0.29278020162619506,0.4357167902942071
0.30763071889817317,0.3932057220527236,0.2991635590491033,0.5884303430620333
0.31810542509850775,0.3763476584294807,0.3055469164720115,0.6515615333893059
0.3285801312988424,0.3594895948062379,0.3119302738949197,1.008588492971164
0.33905483749917703,0.34263153118299505,0.31831363131782786,0.9386067691267874
0.34952954369951167,0.32577346755975223,0.32469698874073605,0.8830948618408871
0.3600042498998463,0.30891540393650935,0.3310803461636443,0.9196721586729215
0.6164039064536211,0.3246481981522553,0.058947895394123685,-0.13587524892850777
0.5302922264013841,0.3831239334554827,0.08658384014313339,0.04614076475162582
0.44418054634914705,0.44159966875870993,0.1142197848921431,0.07488724222053497
0.35806886629691,0.5000754040619373,0.1418557296411528,0.08184470990783341
0.27195718624467297,0.5585511393651645,0.16949167439016252,0.00257925836342113
0.185845506192436,0.617026874668392,0.1971276191391722,0.034200630208777616
0.09973382614019893,0.6755026099716193,0.22476356388818192,-0.02293706407136671
0.013622146087961884,0.7339783452748466,0.2523995086371916,0.037669158300489294
0.32074426595244865,0.29051207562331627,0.38874365842423514,0.6028937132134395
0.27665602045581644,0.32471720301197543,0.39862677653220824,0.6390572591333968
0.23256777495918415,0.35892233040063454,0.40850989464018134,0.1267228397784569
0.1884795294625519,0.39312745778929364,0.41839301274815444,-0.06344099295930314
0.14439128396591966,0.4273325851779528,0.4282761308561275,0.026328107844189007
0.10030303846928743,0.46153771256661197,0.43815924896410063,-0.050796997694212725
0.05621479297265516,0.4957428399552711,0.4480423670720737,-0.15030323751649982
0.012126547476022893,0.5299479673439302,0.45792548518004683,-0.07436890248365283
0.20913851813317816,0.534481882665711,0.256379599201111,-0.10086917511979317
0.21302866983638788,0.4745099507970935,0.3124613793665187,-0.061540201878450884
0.2169188215395976,0.41453801892847614,0.3685431595319264,0.24136887241457797
0.2208089732428073,0.35456608705985865,0.42462493969733406,0.03008173277672467
0.22469912494601701,0.29459415519124127,0.48070671986274177,0.05196427848617129
0.22858927664922674,0.23462222332262386,0.5367885000281495,-0.06731158476478857
0.23247942835243646,0.17465029145400643,0.5928702801935571,0.0544417022948731
0.23636958005564618,0.114678359585389,0.6489520603589649,-0.02633080974220506
0.25098503351908863,0.6361724152866565,0.11284255119425504,0.010953809458927367
0.22478088330725912,0.5462038897664732,0.2290152269262679,0.00469400953066044
0.19857673309542961,0.45623536424628974,0.3451879026582808,-0.01742326405472891
0.17237258288360008,0.3662668387261063,0.46136057839029365,-0.022099235400872403
0.14616843267177057,0.27629831320592296,0.5775332541223065,0.11018062786845764
0.11996428245994106,0.18632978768573966,0.6937059298543193,-0.053413539250872215
0.09376013224811156,0.09636126216555624,0.8098786055863323,0.02223547198893938
0.06755598203628202,0.0063927366453728415,0.9260512813183452,0.44114948812076593
0.01692043626627282,0.897858276462438,0.0852212872712892,0.1780916122131677
0.024243440752313786,0.8129165384212363,0.16284002082644988,-0.018682784060773457
0.03156644523835475,0.7279748003800348,0.24045875438161055,-0.017637115637498958
0.03888944972439572,0.6430330623388331,0.3180774879367712,0.10300444606402186
0.04621245421043668,0.5580913242976315,0.39569622149193184,-0.016578656197206616
0.05353545869647765,0.47314958625642994,0.47331495504709253,0.020725830818767024
0.060858463182518606,0.38820784821522825,0.5509336886022532,-0.12296751805542483
0.06818146766855958,0.3032661101740266,0.6285524221574139,0.12091461096832738
0.11535975253816667,0.4086588409202891,0.4759814065415442,0.04133698589659819
0.15104522515788837,0.40480858432773836,0.4441461905143733,0.08813180458984718
0.18673069777761006,0.4009583277351876,0.4123109744872024,0.15909832529069404
0.22241617039733175,0.3971080711426368,0.38047575846003145,0.20795203058541142
0.25810164301705346,0.393257814550086,0.3486405424328606,0.3845520629084663
0.2937871156367751,0.38940755795753523,0.3168053264056897,0.6707847990152364
0.32947258825649683,0.3855573013649845,0.2849701103785188,0.6501839936437369
0.36515806087621855,0.3817070447724337,0.2531348943513479,0.37343936963788327
0.3036095948074115,0.026295405092883015,0.6700950000997055,-0.03627958724247483
0.2670352106468253,0.14437916075547313,0.5885856285977016,0.04464902581475617
0.23046082648623903,0.26246291641806324,0.5070762570956977,-0.06161275187264158
0.19388644232565277,0.38054667208065335,0.42556688559369377,-0.03918852320990013
0.15731205816506655,0.49863042774324345,0.34405751409168994,0.024416990171633575
0.12073767400448032,0.6167141834058336,0.2625481425896861,0.04261494854298592
0.08416328984389408,0.7347979390684237,0.18103877108768218,0.021318757385196726
0.04758890568330783,0.8528816947310138,0.09952939958567826,0.06070305536930296
0.2962203570763485,0.49320081357886697,0.21057882934478453,0.0731753396116803
0.27114592591311687,0.5042806754736773,0.2245733986132059,0.0672095508020401
0.24607149474988524,0.5153605373684875,0.23856796788162726,0.02256044489627623
0.2209970635866536,0.5264403992632978,0.2525625371500486,0.02208023309250819
0.195922632423422,0.537520261158108,0.26655710641847,-0.009014728382279237
0.1708482012601904,0.5486001230529183,0.2805516756868914,0.027287311271076815
0.14577377009695874,0.5596799849477286,0.29454624495531273,-0.073970484827093
0.12069933893372713,0.5707598468425389,0.30854081422373414,0.10373146595105069
0.1710268652620242,0.5532132725688382,0.2757598621691374,0.05927665976751853
0.17754161920733424,0.5163453736960142,0.3061130070966515,0.1654901135819305
0.18405637315264423,0.47947747482319003,0.3364661520241655,-0.12861738582591142
0.19057112709795423,0.44260957595036593,0.36681929695167964,0.0009158579487008392
0.19708588104326424,0.40574167707754183,0.39717244187919376,0.5164724491384416
0.20360063498857428,0.3688737782047178,0.42752558680670777,-0.02379092864879817
0.2101153889338843,0.3320058793318937,0.45787873173422194,-0.011969686920556576
0.2166301428791943,0.2951379804590696,0.488231876661736,0.055249433272981714
0.5381696065607687,0.17615454296881455,0.28567585047041666,0.01692610047681267
0.5243771887331969,0.15177091414426605,0.32385189712253704,-0.2458082238302943
0.5105847709056252,0.12738728531971755,0.36202794377465736,0.014265909475313483
0.49679235307805325,0.10300365649516903,0.4002039904267777,-0.027377066577885852
0.48299993525048146,0.07862002767062054,0.43838003707889805,-0.018564746065023965
0.4692075174229097,0.05423639884607205,0.4765560837310184,0.2903382843165527
0.4554150995953379,0.02985277002152354,0.5147321303831387,-0.0907524323209258
0.4416226817677661,0.005469141196975026,0.5529081770352591,-0.16335309036984363
0.02308569076023426,0.42973294800280903,0.5471813612369566,-0.2693091106747553
0.07159529505363768,0.42093976360739216,0.5074649413389701,-0.006846848878809835
0.1201048993470411,0.41214657921197523,0.46774852144098356,0.007260167454178422
0.16861450364044453,0.40335339481655835,0.4280321015429971,-0.0263702134963184
0.21712410793384795,0.3945602104211414,0.3883156816450106,0.06414042887047092
0.26563371222725135,0.3857670260257246,0.34859926174702416,0.5183398943838905
0.3141433165206548,0.37697384163030767,0.30888284184903764,0.6493324411992932
0.36265292081405825,0.3681806572348908,0.2691664219510511,0.16747369511596782
0.02509295381143512,0.8446673527156823,0.1302396934728827,-0.031637503368536365
0.06101765011900336,0.7461898608802001,0.1927924890007966,-0.013225574444229027
0.0969423464265716,0.647712369044718,0.2553452845287105,0.0253346061918262
0.13286704273413985,0.5492348772092358,0.3178980800566244,-0.023856091487131394
0.16879173904170808,0.45075738537375365,0.38045087558453833,0.0870300955930831
0.2047164353492763,0.35227989353827155,0.4430036711124522,0.13026053828288026
0.24064113165684456,0.25380240170278934,0.5055564666403661,0.001400717897915094
0.2765658279644128,0.15532490986730718,0.5681092621682801,0.13667327532661253
0.5263652208711084,0.22086095799828334,0.25277382113060815,0.025140260837347158
0.4819980511382768,0.21882952136008674,0.2991724275016364,-0.08684528384054321
0.4376308814054451,0.2167980847218901,0.34557103387266463,0.0029667777032997417
0.3932637116726134,0.2147666480836935,0.39196964024369285,0.013654231192287272
0.34889654193978187,0.21273521144549687,0.4383682466147211,0.1491717856978751
0.30452937220695026,0.2107037748073003,0.48476685298574934,0.04341868740194285
0.2601622024741186,0.20867233816910366,0.5311654593567776,-0.017719523463593137
0.21579503274128697,0.20664090153090703,0.5775640657278058,0.04344989273171115
0.7545200759684376,0.07562919023822258,0.16985073379333965,0.006469154855445786
0.6767597169080328,0.1270203912440952,0.19621989184787184,-0.003974722925239749
0.5989993578476281,0.17841159224996778,0.222589049902404,-0.0545452924655398
0.5212389987872232,0.2298027932558404,0.24895820795693616,-0.05519311625470095
0.44347863972681856,0.281193994261713,0.27532736601146834,0.19875262505564426
0.3657182806664138,0.3325851952675856,0.30169652406600056,0.8871979262219065
0.287957921606009,0.3839763962734582,0.32806568212053266,0.521926789337568
0.21019756254560423,0.43536759727933083,0.3544348401750649,0.04869400155871327
0.4849507336373251,0.49590215687971456,0.019147109482960386,0.8893004667609714
0.4610466919864288,0.5084643749288321,0.030488933084739205,0.5658534170663713
0.4371426503355324,0.5210265929779496,0.04183075668651802,0.7037111135009236
0.413238608684636,0.5335888110270671,0.053172580288296835,0.27065962035480223
0.3893345670337397,0.5461510290761847,0.06451440389007566,0.04154946527491564
0.3654305253828434,0.5587132471253022,0.07585622749185447,0.06858911077881759
0.341526483731947,0.5712754651744197,0.0871980510936333,0.29792206791181297
0.3176224420810506,0.5838376832235374,0.09853987469541212,0.05287268885748114
0.3309125991833837,0.20177155198561164,0.4673158488310047,0.03656769404723989
0.31586324834412366,0.22416028491183412,0.4599764667440423,0.16544526068424248
0.30081389750486354,0.24654901783805655,0.4526370846570799,0.03153227390485064
0.28576454666560336,0.268937750764279,0.44529770257011747,0.17634429255786893
0.2707151958263433,0.2913264836905015,0.43795832048315514,0.22782928938188782
