Comp1,Comp2,Comp3,Objective
0.3374252443136454,0.3278789386574905,0.33469581702886425,1.1336325482668437
0.31119688902902837,0.2878279477600176,0.4009751632109543,0.6506151595266673
0.2849685337444113,0.2477769568625446,0.46725450939304425,0.282156905404978
0.2587401784597942,0.20772596596507165,0.5335338555751342,0.3313589656650274
0.23251182317517718,0.1676749750675987,0.5998132017572242,0.053144195904255204
0.20628346789056012,0.12762398417012577,0.6660925479393142,-0.06370908240264281
0.18005511260594306,0.08757299327265282,0.7323718941214042,-0.0024793681846969886
0.153826757321326,0.04752200237517985,0.7986512403034942,-0.031135643593569736
0.4939648567536194,0.3297862345608553,0.17624890868552529,0.23316375169769324
0.48628483400708544,0.3510233406290387,0.16269182536387589,0.07934455004042881
0.47860481126055154,0.372260446697222,0.14913474204222646,0.09892937105982932
0.47092478851401753,0.39349755276540543,0.13557765872057703,0.3187903641629521
0.46324476576748363,0.4147346588335888,0.12202057539892765,0.27104328249469806
0.4555647430209497,0.43597176490177214,0.10846349207727823,0.46595277931768214
0.4478847202744157,0.45720887096995555,0.09490640875562883,0.624418623392791
0.4402046975278818,0.4784459770381389,0.08134932543397941,0.8099194294744202
0.6512033636934189,0.16253340856578535,0.1862632277407958,0.05510544858731807
0.6019194048830974,0.23284667594915265,0.16523391916775,-0.020067169363799854
0.5526354460727759,0.30315994333251994,0.1442046105947042,-0.017279101632981013
0.5033514872624544,0.37347321071588724,0.1231753020216584,0.326676287786234
0.45406752845213283,0.44378647809925453,0.10214599344861261,0.540329615639747
0.4047835696418114,0.5140997454826218,0.08111668487556682,0.3740359096340313
0.35549961083148984,0.5844130128659891,0.06008737630252102,0.19059452121863218
0.30621565202116835,0.6547262802493564,0.03905806772947521,0.07619043276350629
0.027399208521343064,0.5896077035524737,0.3829930879261833,0.36717034982110375
0.07917823240092613,0.5802777554937032,0.3405440121053708,0.3306445973496042
0.13095725628050917,0.5709478074349327,0.2980949362845582,0.13623569387714402
